Transaction ID,Financial Institution,Payment Type,Amount,Currency,Vendor,Tags,Date
598171,Wells Fargo,Credit Card,24.97,usd,BRAINWASH,food personal,2012-01-29T03:28:20Z
771948,Chase,Debit Card,27.74,usd,EXTREME PIZZA,food,2012-01-29T15:00:40Z
501897,Wells Fargo,Credit Card,23.49,usd,EXTREME PIZZA,food personal,2012-01-29T22:58:43Z
786778,Wells Fargo,Credit Card,1045.14,usd,CRATE AND BARREL,furniture,2012-01-29T07:01:47Z
746503,SVB,Debit Card,215.36,usd,PATAGONIA,clothing personal,2012-01-29T06:29:56Z
371278,Wells Fargo,Credit Card,230.69,usd,RICKHOUSE,drink personal,2012-01-29T20:00:05Z
698260,Wells Fargo,Credit Card,264.61,usd,PATAGONIA,clothing personal,2012-01-29T15:40:55Z
900038,Chase,Debit Card,12.02,usd,EXTREME PIZZA,food personal,2012-01-29T17:18:03Z
485336,SVB,Debit Card,160.91,usd,P.C.H.,drink,2012-01-29T22:32:54Z
83026,Wells Fargo,Debit Card,190.2,usd,PATAGONIA,clothing personal,2012-01-29T19:19:31Z
658545,Wells Fargo,Debit Card,214.99,usd,PATAGONIA,clothing personal,2012-01-29T18:37:33Z
470039,Wells Fargo,Debit Card,42.8,usd,BACKCOUNTRY.COM,clothing personal,2012-01-29T19:41:15Z
711312,SVB,Credit Card,204.27,usd,RICKHOUSE,drink,2012-01-29T15:44:28Z
122553,Wells Fargo,Credit Card,19.88,usd,EXTREME PIZZA,food personal,2012-01-29T07:09:49Z
974282,Wells Fargo,Credit Card,18.65,usd,EXTREME PIZZA,food personal,2012-01-29T18:10:26Z
73294,Chase,Credit Card,1101.42,usd,CB2,furniture,2012-01-29T07:40:51Z
552520,Wells Fargo,Debit Card,317.96,usd,RICKHOUSE,drink personal,2012-01-29T03:16:08Z
988821,Chase,Credit Card,245.15,usd,PATAGONIA,clothing personal,2012-01-29T01:45:37Z
965937,Chase,Debit Card,638.56,usd,AMAZON.COM,office,2012-01-29T21:25:26Z
225678,SVB,Credit Card,203.76,usd,BOSE,office,2012-01-29T07:24:14Z
788475,Wells Fargo,Debit Card,410.55,usd,CRATE AND BARREL,furniture,2012-01-29T04:22:30Z
108166,Chase,Debit Card,172.38,usd,BACKCOUNTRY.COM,clothing personal,2012-01-29T12:46:38Z
701937,SVB,Debit Card,27.74,usd,BACKCOUNTRY.COM,clothing personal,2012-01-29T13:21:45Z
511958,Wells Fargo,Debit Card,34.89,usd,EXTREME PIZZA,food personal,2012-01-29T09:22:36Z
545897,SVB,Debit Card,231.68,usd,PATAGONIA,clothing personal,2012-01-29T22:49:44Z
455910,Wells Fargo,Debit Card,118.96,usd,IRISH BANK,drink personal,2012-01-29T02:26:48Z
142929,Chase,Credit Card,91.97,usd,BLOODHOUND,drink personal,2012-01-29T08:52:58Z
526838,SVB,Debit Card,587.51,usd,AMAZON.COM,office,2012-01-29T19:52:20Z
590727,SVB,Debit Card,22.95,usd,BRAINWASH,food personal,2012-01-29T04:35:51Z
841856,Wells Fargo,Wire Transfer,5553.06,usd,VACLAV DESIGN SERVICES,contractor,2012-01-29T14:26:46Z
988215,Chase,Debit Card,33.27,usd,EXTREME PIZZA,food personal,2012-01-29T08:12:34Z
995563,SVB,Credit Card,21.41,usd,BRAINWASH,food personal,2012-01-29T04:45:03Z
956349,Chase,Credit Card,18.91,usd,BRAINWASH,food personal,2012-01-29T11:17:04Z
3122,SVB,Credit Card,109.21,usd,BACKCOUNTRY.COM,clothing personal,2012-01-29T07:47:09Z
457534,Wells Fargo,Wire Transfer,8737.88,usd,VACLAV DESIGN SERVICES,contractor,2012-01-29T03:14:39Z
400444,SVB,Credit Card,2099.1,usd,CRATE AND BARREL,furniture,2012-01-29T11:41:28Z
350885,SVB,Debit Card,2906.64,usd,CRATE AND BARREL,furniture,2012-01-29T16:53:55Z
258892,SVB,Credit Card,69.15,usd,P.C.H.,drink personal,2012-01-29T13:33:09Z
228266,Wells Fargo,Credit Card,791.98,usd,CRATE AND BARREL,furniture,2012-01-29T16:55:42Z
439204,Chase,Debit Card,59.68,usd,P.C.H.,drink,2012-01-29T00:20:59Z
225418,SVB,Wire Transfer,1672.29,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-29T22:49:09Z
61056,Chase,Debit Card,118.97,usd,REI,clothing personal,2012-01-29T10:05:09Z
876211,Chase,Debit Card,228.7,usd,PATAGONIA,clothing personal,2012-01-29T06:33:28Z
547223,SVB,Credit Card,300.64,usd,IRISH BANK,drink personal,2012-01-29T20:31:46Z
795046,SVB,Debit Card,1.17,usd,"STARBUCKS, INC.",food drink personal,2012-01-29T03:45:25Z
874376,SVB,Credit Card,37.15,usd,BLOODHOUND,drink personal,2012-01-29T00:18:34Z
584999,Wells Fargo,Debit Card,37.33,usd,EXTREME PIZZA,food personal,2012-01-29T12:04:32Z
66485,Chase,Credit Card,87.49,usd,BLOODHOUND,drink,2012-01-29T22:10:26Z
156409,Wells Fargo,Wire Transfer,2811.56,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-29T06:58:46Z
279878,SVB,Credit Card,826.17,usd,CB2,furniture,2012-01-29T23:18:04Z
328822,Wells Fargo,Credit Card,1257.13,usd,CB2,furniture,2012-01-29T08:25:12Z
209472,SVB,Credit Card,29.05,usd,BRAINWASH,food personal,2012-01-29T01:19:21Z
661610,SVB,Debit Card,1420.67,usd,CB2,furniture,2012-01-29T14:47:55Z
232280,SVB,Credit Card,281.56,usd,RICKHOUSE,drink,2012-01-29T18:56:13Z
421425,SVB,Debit Card,335.56,usd,IRISH BANK,drink personal,2012-01-29T16:27:45Z
690936,Wells Fargo,Debit Card,151.7,usd,PATAGONIA,clothing personal,2012-01-29T10:32:10Z
349021,Wells Fargo,Debit Card,15.22,usd,EXTREME PIZZA,food personal,2012-01-29T08:10:35Z
140990,SVB,Credit Card,510.6,usd,CRATE AND BARREL,furniture,2012-01-29T08:25:31Z
350220,Chase,Credit Card,356.01,usd,IRISH BANK,drink personal,2012-01-29T09:39:38Z
954674,SVB,Wire Transfer,4435.28,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-29T03:11:16Z
204134,SVB,Debit Card,617.6,usd,CB2,furniture,2012-01-29T23:13:41Z
640828,Wells Fargo,Credit Card,4.92,usd,"STARBUCKS, INC.",food drink personal,2012-01-29T14:05:27Z
305636,SVB,Debit Card,88.51,usd,IRISH BANK,drink personal,2012-01-29T02:33:59Z
177704,Chase,Credit Card,181.42,usd,IRISH BANK,drink personal,2012-01-29T04:14:50Z
897271,SVB,Debit Card,20.42,usd,BRAINWASH,food personal,2012-01-29T18:44:26Z
990965,SVB,Debit Card,6.63,usd,"STARBUCKS, INC.",food drink,2012-01-29T05:27:28Z
930463,Chase,Debit Card,913.73,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-29T12:35:57Z
400659,Wells Fargo,Debit Card,19.08,usd,BRAINWASH,food personal,2012-01-29T20:36:12Z
75459,SVB,Credit Card,296.61,usd,REI,clothing personal,2012-01-29T10:33:20Z
33568,Chase,Wire Transfer,2341.38,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-29T13:30:45Z
607860,SVB,Credit Card,189.15,usd,BOSE,office,2012-01-29T07:46:48Z
673033,Wells Fargo,Credit Card,29.01,usd,BRAINWASH,food personal,2012-01-29T15:54:24Z
431682,Chase,Debit Card,18.41,usd,BACKCOUNTRY.COM,clothing personal,2012-01-29T05:44:09Z
919278,Wells Fargo,Credit Card,5.95,usd,"STARBUCKS, INC.",food drink,2012-01-29T02:17:13Z
934986,Wells Fargo,Debit Card,31.25,usd,BACKCOUNTRY.COM,clothing personal,2012-01-29T19:49:08Z
41036,SVB,Wire Transfer,2321.2,usd,AMAZON.COM,office,2012-01-29T21:16:51Z
275706,SVB,Debit Card,2008.77,usd,CRATE AND BARREL,furniture,2012-01-29T23:38:58Z
51032,Chase,Debit Card,6.07,usd,"STARBUCKS, INC.",food drink personal,2012-01-29T01:19:41Z
79889,Chase,Debit Card,295.47,usd,REI,clothing personal,2012-01-29T13:42:44Z
116578,SVB,Wire Transfer,5572.35,usd,VACLAV DESIGN SERVICES,contractor,2012-01-29T04:12:00Z
791986,Wells Fargo,Wire Transfer,2222.19,usd,AMAZON.COM,office,2012-01-29T08:42:56Z
428689,Chase,Wire Transfer,2599.42,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-29T15:44:35Z
946397,Wells Fargo,Debit Card,56.62,usd,RICKHOUSE,drink personal,2012-01-29T04:16:55Z
159817,SVB,Credit Card,280.1,usd,REI,clothing personal,2012-01-29T09:20:08Z
759752,SVB,Wire Transfer,7903.13,usd,VACLAV DESIGN SERVICES,contractor,2012-01-29T13:36:08Z
127037,Wells Fargo,Debit Card,23.51,usd,EXTREME PIZZA,food personal,2012-01-29T04:05:10Z
934688,Chase,Credit Card,930.38,usd,CB2,furniture,2012-01-29T16:06:20Z
445043,SVB,Credit Card,2536.57,usd,CRATE AND BARREL,furniture,2012-01-29T14:59:45Z
638525,Wells Fargo,Wire Transfer,1825.53,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-29T00:32:46Z
554209,SVB,Debit Card,21.72,usd,BRAINWASH,food personal,2012-01-29T14:04:02Z
804351,SVB,Debit Card,7.24,usd,"STARBUCKS, INC.",food drink personal,2012-01-29T01:12:57Z
246717,Wells Fargo,Debit Card,435.2,usd,IRISH BANK,drink personal,2012-01-29T12:26:48Z
420018,SVB,Credit Card,161.27,usd,BACKCOUNTRY.COM,clothing personal,2012-01-29T11:29:59Z
208507,SVB,Debit Card,140.34,usd,PATAGONIA,clothing personal,2012-01-30T08:31:49Z
738152,Wells Fargo,Debit Card,198.51,usd,P.C.H.,drink,2012-01-30T02:03:44Z
696270,Wells Fargo,Debit Card,96.62,usd,P.C.H.,drink,2012-01-30T04:24:05Z
53509,Wells Fargo,Credit Card,183.57,usd,PATAGONIA,clothing personal,2012-01-30T00:33:50Z
300571,SVB,Credit Card,32.05,usd,EXTREME PIZZA,food personal,2012-01-30T13:21:22Z
903278,SVB,Credit Card,156.18,usd,BACKCOUNTRY.COM,clothing personal,2012-01-30T00:48:52Z
822076,Chase,Debit Card,19.98,usd,EXTREME PIZZA,food,2012-01-30T23:09:16Z
409878,Wells Fargo,Credit Card,134.31,usd,P.C.H.,drink personal,2012-01-30T03:17:11Z
3123,SVB,Credit Card,2228.48,usd,CRATE AND BARREL,furniture,2012-01-30T12:26:25Z
894087,Chase,Debit Card,191.34,usd,BACKCOUNTRY.COM,clothing personal,2012-01-30T06:36:51Z
371365,Chase,Credit Card,188.61,usd,BOSE,office,2012-01-30T21:19:08Z
28164,Chase,Debit Card,186.41,usd,REI,clothing personal,2012-01-30T17:38:25Z
932778,Wells Fargo,Debit Card,196.63,usd,IRISH BANK,drink personal,2012-01-30T01:04:18Z
94301,Wells Fargo,Debit Card,266.17,usd,REI,clothing personal,2012-01-30T08:15:45Z
356629,Chase,Debit Card,190.6,usd,REI,clothing personal,2012-01-30T03:43:44Z
266106,SVB,Wire Transfer,2510.43,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-30T21:09:30Z
684162,SVB,Credit Card,178.68,usd,REI,clothing personal,2012-01-30T11:55:08Z
404387,Chase,Debit Card,190.4,usd,PATAGONIA,clothing personal,2012-01-30T03:01:42Z
578964,Wells Fargo,Credit Card,190.95,usd,BACKCOUNTRY.COM,clothing personal,2012-01-30T13:04:24Z
82969,SVB,Debit Card,255.47,usd,BOSE,office,2012-01-30T19:34:41Z
488490,SVB,Wire Transfer,8312.21,usd,VACLAV DESIGN SERVICES,contractor,2012-01-30T10:50:07Z
811254,Chase,Credit Card,14.51,usd,BLOODHOUND,drink,2012-01-30T22:12:08Z
169617,SVB,Wire Transfer,2056.17,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-30T20:02:55Z
964826,SVB,Debit Card,68.86,usd,P.C.H.,drink,2012-01-30T23:10:08Z
1237,Wells Fargo,Credit Card,252.49,usd,BOSE,office,2012-01-30T03:33:25Z
555239,Chase,Debit Card,201.7,usd,RICKHOUSE,drink personal,2012-01-30T00:08:46Z
413691,Wells Fargo,Debit Card,217.6,usd,PATAGONIA,clothing personal,2012-01-30T04:11:21Z
863261,Wells Fargo,Credit Card,196.55,usd,BACKCOUNTRY.COM,clothing personal,2012-01-30T22:30:58Z
451532,Wells Fargo,Debit Card,151.07,usd,IRISH BANK,drink personal,2012-01-30T23:51:08Z
608798,SVB,Wire Transfer,1568.28,usd,AMAZON.COM,office,2012-01-30T21:25:24Z
216929,SVB,Credit Card,23.77,usd,BRAINWASH,food personal,2012-01-30T14:06:11Z
515828,Chase,Credit Card,24.59,usd,EXTREME PIZZA,food personal,2012-01-30T23:49:33Z
692280,Wells Fargo,Credit Card,26.58,usd,BRAINWASH,food personal,2012-01-30T04:59:13Z
852733,Wells Fargo,Wire Transfer,2777.27,usd,AMAZON.COM,office,2012-01-30T10:52:00Z
882209,Wells Fargo,Credit Card,35.91,usd,EXTREME PIZZA,food personal,2012-01-30T09:30:39Z
749264,SVB,Debit Card,424.96,usd,CRATE AND BARREL,furniture,2012-01-30T23:05:09Z
91586,Wells Fargo,Debit Card,370.98,usd,CRATE AND BARREL,furniture,2012-01-30T09:39:12Z
592353,SVB,Debit Card,298.04,usd,REI,clothing personal,2012-01-30T15:46:34Z
28650,Wells Fargo,Credit Card,19.47,usd,BLOODHOUND,drink personal,2012-01-30T04:08:28Z
911384,Chase,Debit Card,159.96,usd,BOSE,office,2012-01-30T23:01:06Z
241873,Chase,Credit Card,195.31,usd,REI,clothing personal,2012-01-30T06:00:30Z
463129,Wells Fargo,Debit Card,70.23,usd,P.C.H.,drink,2012-01-30T01:40:41Z
691570,Wells Fargo,Credit Card,995.05,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-30T13:40:42Z
698264,Wells Fargo,Wire Transfer,5027.8,usd,VACLAV DESIGN SERVICES,contractor,2012-01-30T14:38:50Z
597586,Wells Fargo,Wire Transfer,1973.25,usd,AMAZON.COM,office,2012-01-30T01:24:38Z
230151,SVB,Debit Card,20.63,usd,BRAINWASH,food personal,2012-01-30T21:39:13Z
636825,SVB,Wire Transfer,6833.08,usd,VACLAV DESIGN SERVICES,contractor,2012-01-30T10:46:05Z
783952,Wells Fargo,Credit Card,870.2,usd,CB2,furniture,2012-01-30T07:35:03Z
808067,SVB,Wire Transfer,1698.19,usd,AMAZON.COM,office,2012-01-30T01:49:23Z
465651,Chase,Debit Card,2497.91,usd,CRATE AND BARREL,furniture,2012-01-30T00:46:13Z
465391,SVB,Debit Card,19.22,usd,EXTREME PIZZA,food personal,2012-01-30T00:19:48Z
594443,SVB,Credit Card,93.27,usd,P.C.H.,drink,2012-01-30T04:39:20Z
474325,Chase,Wire Transfer,4778.29,usd,VACLAV DESIGN SERVICES,contractor,2012-01-30T01:39:49Z
49784,Chase,Debit Card,2784.9,usd,CRATE AND BARREL,furniture,2012-01-30T16:37:58Z
781785,Chase,Credit Card,221.59,usd,IRISH BANK,drink personal,2012-01-30T15:39:09Z
881449,SVB,Debit Card,128.25,usd,REI,clothing personal,2012-01-30T03:26:40Z
571886,Chase,Debit Card,250.25,usd,REI,clothing personal,2012-01-30T23:52:39Z
946370,Wells Fargo,Debit Card,118.73,usd,BACKCOUNTRY.COM,clothing personal,2012-01-30T18:42:52Z
668900,SVB,Credit Card,257.26,usd,IRISH BANK,drink personal,2012-01-30T07:10:09Z
740548,Chase,Credit Card,5.71,usd,"STARBUCKS, INC.",food drink personal,2012-01-30T18:12:05Z
314209,Wells Fargo,Credit Card,274.58,usd,PATAGONIA,clothing personal,2012-01-30T07:22:28Z
553716,SVB,Credit Card,259.12,usd,PATAGONIA,clothing personal,2012-01-30T02:14:12Z
925100,SVB,Debit Card,245.82,usd,RICKHOUSE,drink personal,2012-01-30T09:19:23Z
481512,SVB,Debit Card,240.28,usd,BOSE,office,2012-01-30T14:34:00Z
868223,SVB,Credit Card,220.55,usd,RICKHOUSE,drink personal,2012-01-30T18:20:08Z
563977,Chase,Credit Card,2825.82,usd,CRATE AND BARREL,furniture,2012-01-30T20:28:56Z
943845,Chase,Wire Transfer,5028.37,usd,VACLAV DESIGN SERVICES,contractor,2012-01-30T20:20:57Z
364599,Chase,Wire Transfer,4743.25,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-30T04:06:14Z
512256,Chase,Debit Card,2676.9,usd,CRATE AND BARREL,furniture,2012-01-30T01:19:24Z
668946,Chase,Wire Transfer,1935.19,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-30T04:19:57Z
677753,SVB,Debit Card,30.67,usd,BLOODHOUND,drink personal,2012-01-30T09:06:41Z
898614,SVB,Debit Card,1843.88,usd,CRATE AND BARREL,furniture,2012-01-30T12:18:11Z
958213,Chase,Credit Card,306.12,usd,BOSE,office,2012-01-30T17:13:21Z
943407,Wells Fargo,Debit Card,1416.44,usd,CB2,furniture,2012-01-30T20:39:56Z
483693,SVB,Credit Card,6.84,usd,"STARBUCKS, INC.",food drink personal,2012-01-30T04:09:10Z
905079,SVB,Debit Card,25.84,usd,EXTREME PIZZA,food personal,2012-01-30T05:28:17Z
335772,Chase,Credit Card,15.43,usd,EXTREME PIZZA,food personal,2012-01-30T14:52:43Z
696856,Wells Fargo,Debit Card,738.46,usd,CB2,furniture,2012-01-30T09:34:31Z
236256,Wells Fargo,Credit Card,724.63,usd,CB2,furniture,2012-01-30T08:46:06Z
305548,Wells Fargo,Credit Card,357.29,usd,CRATE AND BARREL,furniture,2012-01-30T20:11:42Z
454361,Wells Fargo,Debit Card,282.6,usd,PATAGONIA,clothing personal,2012-01-30T10:16:54Z
997022,Wells Fargo,Wire Transfer,2743.73,usd,AMAZON.COM,office,2012-01-30T20:39:14Z
151570,SVB,Wire Transfer,3172.11,usd,VACLAV DESIGN SERVICES,contractor,2012-01-30T19:27:01Z
696193,SVB,Credit Card,38.25,usd,EXTREME PIZZA,food personal,2012-01-30T20:36:51Z
228927,SVB,Debit Card,80.57,usd,BLOODHOUND,drink personal,2012-01-30T04:44:07Z
704085,Chase,Debit Card,276.72,usd,BOSE,office,2012-01-30T12:25:38Z
302993,SVB,Debit Card,12.58,usd,EXTREME PIZZA,food personal,2012-01-30T23:16:54Z
104449,Chase,Credit Card,586.5,usd,CB2,furniture,2012-01-30T09:25:29Z
671387,Wells Fargo,Credit Card,153.45,usd,P.C.H.,drink personal,2012-01-30T18:31:36Z
180338,Wells Fargo,Credit Card,23.63,usd,BRAINWASH,food personal,2012-01-30T21:26:41Z
251647,Chase,Credit Card,150.43,usd,BACKCOUNTRY.COM,clothing personal,2012-01-30T00:00:48Z
149609,SVB,Credit Card,54.09,usd,BLOODHOUND,drink personal,2012-01-30T16:09:28Z
609099,SVB,Debit Card,7.83,usd,"STARBUCKS, INC.",food drink personal,2012-01-30T22:26:28Z
54888,Wells Fargo,Debit Card,811.44,usd,AMAZON.COM,office,2012-01-30T12:35:59Z
873724,SVB,Credit Card,432.19,usd,CRATE AND BARREL,furniture,2012-01-30T18:52:13Z
101634,Chase,Wire Transfer,1387.43,usd,AMAZON.COM,office,2012-01-30T09:57:05Z
956115,Wells Fargo,Credit Card,1757.09,usd,CRATE AND BARREL,furniture,2012-01-30T02:52:31Z
957639,SVB,Credit Card,83.46,usd,BLOODHOUND,drink,2012-01-30T14:59:04Z
384576,Wells Fargo,Credit Card,28.04,usd,BRAINWASH,food personal,2012-01-30T19:09:38Z
270666,SVB,Debit Card,202.39,usd,BOSE,office,2012-01-30T16:27:31Z
551644,SVB,Credit Card,67.09,usd,BLOODHOUND,drink personal,2012-01-31T07:45:11Z
494077,Wells Fargo,Debit Card,14.43,usd,BRAINWASH,food personal,2012-01-31T09:04:26Z
544029,Chase,Wire Transfer,7514.36,usd,VACLAV DESIGN SERVICES,contractor,2012-01-31T00:57:01Z
190604,SVB,Debit Card,29.17,usd,BRAINWASH,food personal,2012-01-31T12:48:22Z
60521,Wells Fargo,Debit Card,2.48,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T18:16:34Z
211143,Chase,Debit Card,237.69,usd,BOSE,office,2012-01-31T04:47:37Z
656178,SVB,Credit Card,203.24,usd,REI,clothing personal,2012-01-31T11:12:51Z
257291,Chase,Credit Card,175.04,usd,BACKCOUNTRY.COM,clothing personal,2012-01-31T11:01:12Z
447289,Chase,Credit Card,569.4,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-31T14:01:36Z
569281,Chase,Debit Card,265.75,usd,REI,clothing personal,2012-01-31T22:37:11Z
347481,Chase,Credit Card,2.78,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T05:03:17Z
777525,SVB,Credit Card,227.93,usd,PATAGONIA,clothing personal,2012-01-31T00:45:58Z
860584,SVB,Debit Card,173.43,usd,PATAGONIA,clothing personal,2012-01-31T09:41:32Z
883965,Wells Fargo,Debit Card,195.34,usd,P.C.H.,drink,2012-01-31T00:19:09Z
710681,SVB,Credit Card,180.94,usd,BACKCOUNTRY.COM,clothing personal,2012-01-31T20:13:48Z
662691,Wells Fargo,Credit Card,38.86,usd,BLOODHOUND,drink personal,2012-01-31T10:01:16Z
54457,Chase,Debit Card,127.56,usd,RICKHOUSE,drink,2012-01-31T16:20:03Z
735773,Wells Fargo,Debit Card,23.45,usd,BRAINWASH,food personal,2012-01-31T11:02:47Z
855357,SVB,Debit Card,203.04,usd,RICKHOUSE,drink personal,2012-01-31T17:57:13Z
79314,Chase,Credit Card,25.47,usd,BRAINWASH,food personal,2012-01-31T23:55:45Z
716339,Chase,Debit Card,736.76,usd,CRATE AND BARREL,furniture,2012-01-31T19:20:28Z
378415,Wells Fargo,Debit Card,2001.1,usd,CRATE AND BARREL,furniture,2012-01-31T14:01:17Z
504121,Chase,Credit Card,167.13,usd,PATAGONIA,clothing personal,2012-01-31T01:44:09Z
821997,Wells Fargo,Credit Card,209.78,usd,BOSE,office,2012-01-31T19:28:42Z
520689,Chase,Credit Card,1233.42,usd,CB2,furniture,2012-01-31T18:26:02Z
447043,SVB,Credit Card,3.8,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T02:14:37Z
144533,SVB,Wire Transfer,6905.35,usd,VACLAV DESIGN SERVICES,contractor,2012-01-31T19:34:33Z
847948,Chase,Wire Transfer,8833.93,usd,VACLAV DESIGN SERVICES,contractor,2012-01-31T18:25:25Z
825542,Chase,Debit Card,1193.84,usd,CB2,furniture,2012-01-31T11:32:22Z
588125,SVB,Debit Card,441.57,usd,CB2,furniture,2012-01-31T21:11:47Z
12738,Wells Fargo,Wire Transfer,6083.32,usd,VACLAV DESIGN SERVICES,contractor,2012-01-31T06:39:35Z
845126,SVB,Debit Card,197.75,usd,CB2,furniture,2012-01-31T18:20:17Z
680697,Wells Fargo,Debit Card,47.72,usd,P.C.H.,drink,2012-01-31T02:45:56Z
670683,Chase,Debit Card,534.6,usd,AMAZON.COM,office,2012-01-31T22:33:38Z
450113,Wells Fargo,Credit Card,7.66,usd,"STARBUCKS, INC.",food drink,2012-01-31T12:09:12Z
701163,SVB,Wire Transfer,1087.96,usd,AMAZON.COM,office,2012-01-31T14:34:17Z
271594,SVB,Debit Card,175.98,usd,BOSE,office,2012-01-31T00:03:21Z
843505,Wells Fargo,Credit Card,5.96,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T12:07:33Z
244658,SVB,Credit Card,21.81,usd,BRAINWASH,food personal,2012-01-31T00:09:05Z
147240,SVB,Debit Card,212.2,usd,REI,clothing personal,2012-01-31T07:38:01Z
984354,Chase,Wire Transfer,1214.2,usd,AMAZON.COM,office,2012-01-31T09:11:31Z
808125,SVB,Wire Transfer,3114.01,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-31T17:00:48Z
256769,SVB,Credit Card,258.75,usd,RICKHOUSE,drink personal,2012-01-31T02:29:24Z
460797,Chase,Debit Card,116.3,usd,RICKHOUSE,drink personal,2012-01-31T19:43:39Z
596468,SVB,Debit Card,413.13,usd,CB2,furniture,2012-01-31T16:30:47Z
167915,Chase,Debit Card,216.08,usd,PATAGONIA,clothing personal,2012-01-31T17:43:28Z
619531,SVB,Debit Card,178.2,usd,BACKCOUNTRY.COM,clothing personal,2012-01-31T13:36:00Z
704120,Chase,Credit Card,234.32,usd,REI,clothing personal,2012-01-31T04:04:02Z
90046,Chase,Credit Card,93.93,usd,BACKCOUNTRY.COM,clothing personal,2012-01-31T07:06:46Z
258185,SVB,Credit Card,1.87,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T11:28:27Z
709816,Wells Fargo,Debit Card,2.68,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T00:00:02Z
987028,Wells Fargo,Credit Card,4.69,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T11:00:42Z
797351,Chase,Debit Card,188.84,usd,BACKCOUNTRY.COM,clothing personal,2012-01-31T03:24:03Z
153374,Wells Fargo,Wire Transfer,4093.41,usd,VACLAV DESIGN SERVICES,contractor,2012-01-31T05:29:48Z
996727,Wells Fargo,Credit Card,210.12,usd,CRATE AND BARREL,furniture,2012-01-31T05:57:05Z
693260,Chase,Credit Card,112.4,usd,RICKHOUSE,drink personal,2012-01-31T00:43:07Z
10823,Chase,Credit Card,21.23,usd,BLOODHOUND,drink,2012-01-31T04:09:20Z
765800,Wells Fargo,Debit Card,23.13,usd,BRAINWASH,food personal,2012-01-31T02:51:18Z
536140,Chase,Credit Card,23.66,usd,BRAINWASH,food personal,2012-01-31T21:08:36Z
505477,Wells Fargo,Credit Card,163.24,usd,BACKCOUNTRY.COM,clothing personal,2012-01-31T23:49:13Z
765739,Wells Fargo,Wire Transfer,2297.71,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-31T18:47:42Z
214986,Wells Fargo,Debit Card,63.55,usd,IRISH BANK,drink,2012-01-31T02:15:00Z
929206,Chase,Credit Card,801.24,usd,CRATE AND BARREL,furniture,2012-01-31T17:26:07Z
293406,Chase,Credit Card,81.02,usd,P.C.H.,drink personal,2012-01-31T13:50:23Z
703434,Chase,Debit Card,145.5,usd,RICKHOUSE,drink,2012-01-31T21:00:13Z
303067,Chase,Debit Card,157.35,usd,REI,clothing personal,2012-01-31T01:15:54Z
226003,Chase,Credit Card,102.75,usd,BACKCOUNTRY.COM,clothing personal,2012-01-31T21:42:12Z
109847,Chase,Credit Card,181.71,usd,REI,clothing personal,2012-01-31T08:13:56Z
543473,Wells Fargo,Credit Card,42.15,usd,BLOODHOUND,drink personal,2012-01-31T20:19:34Z
696789,Chase,Debit Card,215.74,usd,REI,clothing personal,2012-01-31T15:38:42Z
614460,Chase,Debit Card,37.91,usd,EXTREME PIZZA,food personal,2012-01-31T18:42:16Z
391963,SVB,Credit Card,185.08,usd,RICKHOUSE,drink,2012-01-31T17:22:10Z
454723,SVB,Credit Card,132.97,usd,PATAGONIA,clothing personal,2012-01-31T19:41:21Z
974668,Wells Fargo,Credit Card,3.76,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T06:36:57Z
977645,Chase,Credit Card,3.67,usd,"STARBUCKS, INC.",food drink personal,2012-01-31T14:07:24Z
294495,Wells Fargo,Debit Card,294.99,usd,IRISH BANK,drink personal,2012-01-31T16:40:39Z
609206,Chase,Wire Transfer,2406.95,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-31T01:23:03Z
189706,Chase,Credit Card,20.81,usd,EXTREME PIZZA,food personal,2012-01-31T11:43:41Z
763032,Chase,Debit Card,424.06,usd,IRISH BANK,drink personal,2012-01-31T20:06:39Z
461970,Chase,Credit Card,180.71,usd,PATAGONIA,clothing personal,2012-01-31T23:27:34Z
